,step,env_step,episode,episode_reward,time,env,seed,agent
39,1950000,975000,975,90.16035335157105,8426.671183109283,fish-swim,840,SAC
0,0,0,0,66.74403896168938,10.750337839126587,fish-swim,738,SAC
1,50000,25000,25,89.1294510518666,149.29478764533997,fish-swim,738,SAC
2,100000,50000,50,178.49608064995135,365.7022500038147,fish-swim,738,SAC
3,150000,75000,75,77.73767101070817,583.3320846557617,fish-swim,738,SAC
4,200000,100000,100,62.65993599187144,801.2045848369598,fish-swim,738,SAC
5,250000,125000,125,180.0224118060328,1020.6021599769592,fish-swim,738,SAC
6,300000,150000,150,63.447556588164595,1240.536495923996,fish-swim,738,SAC
7,350000,175000,175,54.301051944159966,1460.3532671928406,fish-swim,738,SAC
8,400000,200000,200,76.73015333839338,1680.7600722312927,fish-swim,738,SAC
9,450000,225000,225,61.16941794152058,1901.0171892642975,fish-swim,738,SAC
10,500000,250000,250,158.0119817391554,2121.7607519626617,fish-swim,738,SAC
11,550000,275000,275,133.80451393636528,2345.5204803943634,fish-swim,738,SAC
12,600000,300000,300,48.21821453952461,2570.8058602809906,fish-swim,738,SAC
13,650000,325000,325,68.42957461703584,2795.708667039871,fish-swim,738,SAC
14,700000,350000,350,65.92015181643026,3021.122452735901,fish-swim,738,SAC
15,750000,375000,375,315.3465099649271,3246.2235157489777,fish-swim,738,SAC
16,800000,400000,400,141.22005053286415,3472.2785108089447,fish-swim,738,SAC
17,850000,425000,425,285.44963912251114,3698.128936767578,fish-swim,738,SAC
18,900000,450000,450,158.4017570551767,3924.1036517620087,fish-swim,738,SAC
19,950000,475000,475,413.45281009484586,4149.8322949409485,fish-swim,738,SAC
20,1000000,500000,500,421.7913093668341,4376.095836162567,fish-swim,738,SAC
21,1050000,525000,525,427.5253238744791,4602.642858505249,fish-swim,738,SAC
22,1100000,550000,550,326.38715676189497,4828.542736530304,fish-swim,738,SAC
23,1150000,575000,575,479.7347896827637,5056.608795642853,fish-swim,738,SAC
24,1200000,600000,600,513.8691978471845,5286.494854450226,fish-swim,738,SAC
25,1250000,625000,625,462.9606423176342,5514.640266895294,fish-swim,738,SAC
26,1300000,650000,650,362.4288335614914,5742.206103563309,fish-swim,738,SAC
27,1350000,675000,675,447.40479688943225,5970.827880144119,fish-swim,738,SAC
28,1400000,700000,700,563.300279130696,6200.2659323215485,fish-swim,738,SAC
29,1450000,725000,725,582.2301156681922,6429.036571502686,fish-swim,738,SAC
30,1500000,750000,750,697.2525936465146,6657.978349208832,fish-swim,738,SAC
31,1550000,775000,775,631.2920104508842,6886.716980457306,fish-swim,738,SAC
32,1600000,800000,800,648.8660065861793,7114.02987074852,fish-swim,738,SAC
33,1650000,825000,825,693.0415560816975,7341.109547138214,fish-swim,738,SAC
34,1700000,850000,850,572.5234456616137,7568.610741853714,fish-swim,738,SAC
35,1750000,875000,875,626.2974837308666,7794.639852046967,fish-swim,738,SAC
36,1800000,900000,900,728.8414752524478,8021.856109857559,fish-swim,738,SAC
37,1850000,925000,925,664.3852286156329,8247.710666179657,fish-swim,738,SAC
38,1900000,950000,950,737.5193408419345,8473.217786550522,fish-swim,738,SAC
39,1950000,975000,975,663.8686313822778,8699.494423389435,fish-swim,738,SAC
0,0,0,0,77.30024990370823,7.736693382263184,fish-swim,330,SAC
1,50000,25000,25,69.62848952015271,99.32349848747253,fish-swim,330,SAC
2,100000,50000,50,73.77184373308117,242.42195296287537,fish-swim,330,SAC
3,150000,75000,75,74.11114652157993,385.1762411594391,fish-swim,330,SAC
4,200000,100000,100,116.81747057104562,525.9617760181427,fish-swim,330,SAC
5,250000,125000,125,139.85372158631017,678.6235270500183,fish-swim,330,SAC
6,300000,150000,150,107.44017571559925,825.1265733242035,fish-swim,330,SAC
7,350000,175000,175,85.95545934846727,968.2025148868561,fish-swim,330,SAC
8,400000,200000,200,91.09477902584612,1115.588241815567,fish-swim,330,SAC
9,450000,225000,225,84.84123419897742,1270.1639320850372,fish-swim,330,SAC
10,500000,250000,250,60.32745235138274,1411.8630776405334,fish-swim,330,SAC
11,550000,275000,275,82.28626712492722,1553.8894004821777,fish-swim,330,SAC
12,600000,300000,300,83.70017978037524,1696.3671433925629,fish-swim,330,SAC
13,650000,325000,325,89.61918658891285,1839.548497915268,fish-swim,330,SAC
14,700000,350000,350,93.26107692176501,1983.4547891616821,fish-swim,330,SAC
15,750000,375000,375,85.2249357717948,2128.2247145175934,fish-swim,330,SAC
16,800000,400000,400,179.565158534197,2272.811411857605,fish-swim,330,SAC
17,850000,425000,425,268.0161011238527,2417.824928998947,fish-swim,330,SAC
18,900000,450000,450,339.00446072996044,2563.2411284446716,fish-swim,330,SAC
19,950000,475000,475,193.3060261998907,2709.1004445552826,fish-swim,330,SAC
20,1000000,500000,500,344.9301231124872,2854.757848262787,fish-swim,330,SAC
21,1050000,525000,525,424.7528748342227,3000.5418031215668,fish-swim,330,SAC
22,1100000,550000,550,357.2959009744212,3146.888572216034,fish-swim,330,SAC
23,1150000,575000,575,552.6513701773036,3292.9974644184113,fish-swim,330,SAC
24,1200000,600000,600,313.82404669398056,3439.536289215088,fish-swim,330,SAC
25,1250000,625000,625,517.374816225299,3586.882223367691,fish-swim,330,SAC
26,1300000,650000,650,737.3424245829226,3733.6971564292908,fish-swim,330,SAC
27,1350000,675000,675,525.9412096741454,3880.753005027771,fish-swim,330,SAC
28,1400000,700000,700,671.5612668334309,4028.119488954544,fish-swim,330,SAC
29,1450000,725000,725,695.717712162839,4175.432883024216,fish-swim,330,SAC
30,1500000,750000,750,735.445932795077,4322.863891363144,fish-swim,330,SAC
31,1550000,775000,775,718.8149349168053,4470.841308355331,fish-swim,330,SAC
32,1600000,800000,800,636.9251173890676,4619.457520008087,fish-swim,330,SAC
33,1650000,825000,825,670.6522403745861,4767.049540042877,fish-swim,330,SAC
34,1700000,850000,850,605.0878936354018,4914.400048971176,fish-swim,330,SAC
35,1750000,875000,875,603.184005063996,5061.529716253281,fish-swim,330,SAC
36,1800000,900000,900,672.4454044926316,5209.029230594635,fish-swim,330,SAC
37,1850000,925000,925,785.9271934086645,5354.437647104263,fish-swim,330,SAC
38,1900000,950000,950,622.6848523401102,5496.152900934219,fish-swim,330,SAC
39,1950000,975000,975,600.7538204402105,5638.922578573227,fish-swim,330,SAC
0,0,0,0,58.69587881930933,7.391022682189941,fish-swim,188,SAC
1,50000,25000,25,71.64463453418985,95.22497034072876,fish-swim,188,SAC
2,100000,50000,50,58.78987414348948,232.62255120277405,fish-swim,188,SAC
3,150000,75000,75,73.50265741687079,370.96452927589417,fish-swim,188,SAC
4,200000,100000,100,141.73523104261082,510.4074625968933,fish-swim,188,SAC
5,250000,125000,125,55.85784495481549,650.1708583831787,fish-swim,188,SAC
6,300000,150000,150,104.10100317761058,790.6410276889801,fish-swim,188,SAC
7,350000,175000,175,64.1021433315665,931.5083768367767,fish-swim,188,SAC
8,400000,200000,200,74.3966564978524,1072.4638006687164,fish-swim,188,SAC
9,450000,225000,225,150.53194366804115,1213.909021139145,fish-swim,188,SAC
10,500000,250000,250,138.5489973999293,1355.8903250694275,fish-swim,188,SAC
11,550000,275000,275,115.91415030935698,1497.8124957084656,fish-swim,188,SAC
12,600000,300000,300,69.8517877282634,1640.1055204868317,fish-swim,188,SAC
13,650000,325000,325,93.49896146690384,1782.8175971508026,fish-swim,188,SAC
14,700000,350000,350,80.32694811922288,1925.577224969864,fish-swim,188,SAC
15,750000,375000,375,113.35092474537566,2068.3437790870667,fish-swim,188,SAC
16,800000,400000,400,87.27569280753616,2210.6423268318176,fish-swim,188,SAC
17,850000,425000,425,116.29173857473977,2352.732230901718,fish-swim,188,SAC
18,900000,450000,450,167.7281837140926,2496.1554703712463,fish-swim,188,SAC
19,950000,475000,475,136.99005412999105,2639.363562107086,fish-swim,188,SAC
20,1000000,500000,500,68.75005703011115,2781.8946692943573,fish-swim,188,SAC
21,1050000,525000,525,72.50655760702301,2924.8656237125397,fish-swim,188,SAC
22,1100000,550000,550,47.261142325919735,3068.0155069828033,fish-swim,188,SAC
23,1150000,575000,575,54.7735368984966,3210.718356370926,fish-swim,188,SAC
