,_step,env_step,episode,episode_reward,time,eval_total_time,frame,env,seed,name
7,1384,50000,0,4.414733225107193,0,0,0,hopper-stand,5,iFSQ-RL
8,1556,55000,0,5.70410093665123,0,0,0,hopper-stand,5,iFSQ-RL
9,1728,60000,0,2.845222771167755,0,0,0,hopper-stand,5,iFSQ-RL
10,1900,65000,0,4.4929829120635985,0,0,0,hopper-stand,5,iFSQ-RL
11,2072,70000,0,0.9146138548851013,0,0,0,hopper-stand,5,iFSQ-RL
12,2244,75000,0,3.0623995900154113,0,0,0,hopper-stand,5,iFSQ-RL
13,2416,80000,0,6.1016490995883945,0,0,0,hopper-stand,5,iFSQ-RL
14,2588,85000,0,10.178633719682693,0,0,0,hopper-stand,5,iFSQ-RL
15,2760,90000,0,8.871256369352341,0,0,0,hopper-stand,5,iFSQ-RL
16,2932,95000,0,3.3772424936294554,0,0,0,hopper-stand,5,iFSQ-RL
17,3104,100000,0,7.696556270122528,0,0,0,hopper-stand,5,iFSQ-RL
18,3276,105000,0,7.567131531238556,0,0,0,hopper-stand,5,iFSQ-RL
19,3448,110000,0,7.795061349868774,0,0,0,hopper-stand,5,iFSQ-RL
20,3620,115000,0,5.528999382257462,0,0,0,hopper-stand,5,iFSQ-RL
21,3792,120000,0,8.720002323389053,0,0,0,hopper-stand,5,iFSQ-RL
22,3964,125000,0,2.321348565816879,0,0,0,hopper-stand,5,iFSQ-RL
23,4136,130000,0,1.6861196756362915,0,0,0,hopper-stand,5,iFSQ-RL
24,4308,135000,0,2.9088487923145294,0,0,0,hopper-stand,5,iFSQ-RL
25,4480,140000,0,6.9804890871047975,0,0,0,hopper-stand,5,iFSQ-RL
26,4652,145000,0,6.617899000644684,0,0,0,hopper-stand,5,iFSQ-RL
27,4824,150000,0,3.3689598023891447,0,0,0,hopper-stand,5,iFSQ-RL
28,4996,155000,0,13.743736845254897,0,0,0,hopper-stand,5,iFSQ-RL
29,5168,160000,0,6.262043750286102,0,0,0,hopper-stand,5,iFSQ-RL
30,5340,165000,0,1.0632148861885071,0,0,0,hopper-stand,5,iFSQ-RL
31,5512,170000,0,23.95147317647934,0,0,0,hopper-stand,5,iFSQ-RL
32,5684,175000,0,11.281317210197448,0,0,0,hopper-stand,5,iFSQ-RL
33,5856,180000,0,44.34275653362274,0,0,0,hopper-stand,5,iFSQ-RL
34,6028,185000,0,2.8035944759845735,0,0,0,hopper-stand,5,iFSQ-RL
35,6200,190000,0,75.79391553997993,0,0,0,hopper-stand,5,iFSQ-RL
36,6372,195000,0,136.34173810482025,0,0,0,hopper-stand,5,iFSQ-RL
37,6544,200000,0,104.92167932391166,0,0,0,hopper-stand,5,iFSQ-RL
38,6716,205000,0,40.96048974990845,0,0,0,hopper-stand,5,iFSQ-RL
39,6888,210000,0,25.881013804674147,0,0,0,hopper-stand,5,iFSQ-RL
40,7060,215000,0,126.5929406940937,0,0,0,hopper-stand,5,iFSQ-RL
41,7232,220000,0,131.4029267847538,0,0,0,hopper-stand,5,iFSQ-RL
42,7404,225000,0,62.192276978492735,0,0,0,hopper-stand,5,iFSQ-RL
43,7576,230000,0,56.269049000740054,0,0,0,hopper-stand,5,iFSQ-RL
44,7748,235000,0,410.36530113816264,0,0,0,hopper-stand,5,iFSQ-RL
45,7920,240000,0,18.043193036317824,0,0,0,hopper-stand,5,iFSQ-RL
46,8092,245000,0,491.2775970757008,0,0,0,hopper-stand,5,iFSQ-RL
47,8264,250000,0,105.87279471158982,0,0,0,hopper-stand,5,iFSQ-RL
48,8436,255000,0,157.83881726861,0,0,0,hopper-stand,5,iFSQ-RL
49,8608,260000,0,62.367949444055554,0,0,0,hopper-stand,5,iFSQ-RL
50,8780,265000,0,332.79424039125445,0,0,0,hopper-stand,5,iFSQ-RL
51,8952,270000,0,405.9924439907074,0,0,0,hopper-stand,5,iFSQ-RL
52,9124,275000,0,482.5254018187523,0,0,0,hopper-stand,5,iFSQ-RL
53,9296,280000,0,183.23048996925354,0,0,0,hopper-stand,5,iFSQ-RL
54,9468,285000,0,86.05253268480301,0,0,0,hopper-stand,5,iFSQ-RL
55,9640,290000,0,513.0411140024662,0,0,0,hopper-stand,5,iFSQ-RL
56,9812,295000,0,399.2335811674595,0,0,0,hopper-stand,5,iFSQ-RL
57,9984,300000,0,83.91809937953948,0,0,0,hopper-stand,5,iFSQ-RL
58,10156,305000,0,162.2240008711815,0,0,0,hopper-stand,5,iFSQ-RL
59,10328,310000,0,403.3354884147644,0,0,0,hopper-stand,5,iFSQ-RL
60,10500,315000,0,414.17476322054864,0,0,0,hopper-stand,5,iFSQ-RL
61,10672,320000,0,481.76431478857995,0,0,0,hopper-stand,5,iFSQ-RL
62,10844,325000,0,629.1248615920543,0,0,0,hopper-stand,5,iFSQ-RL
63,11016,330000,0,455.3700905263424,0,0,0,hopper-stand,5,iFSQ-RL
64,11188,335000,0,305.019643843174,0,0,0,hopper-stand,5,iFSQ-RL
65,11360,340000,0,694.7549517393112,0,0,0,hopper-stand,5,iFSQ-RL
66,11532,345000,0,854.2635904490947,0,0,0,hopper-stand,5,iFSQ-RL
67,11704,350000,0,694.2701365172863,0,0,0,hopper-stand,5,iFSQ-RL
68,11876,355000,0,702.8037459671498,0,0,0,hopper-stand,5,iFSQ-RL
69,12048,360000,0,793.7333967387676,0,0,0,hopper-stand,5,iFSQ-RL
70,12220,365000,0,804.2024781823159,0,0,0,hopper-stand,5,iFSQ-RL
71,12392,370000,0,844.6091982483864,0,0,0,hopper-stand,5,iFSQ-RL
72,12564,375000,0,745.873699259758,0,0,0,hopper-stand,5,iFSQ-RL
73,12736,380000,0,859.5878534078598,0,0,0,hopper-stand,5,iFSQ-RL
74,12908,385000,0,828.6976769626141,0,0,0,hopper-stand,5,iFSQ-RL
75,13080,390000,0,853.9812022686004,0,0,0,hopper-stand,5,iFSQ-RL
76,13252,395000,0,873.5537098944187,0,0,0,hopper-stand,5,iFSQ-RL
77,13424,400000,0,635.7713724553585,0,0,0,hopper-stand,5,iFSQ-RL
78,13596,405000,0,817.183875387907,0,0,0,hopper-stand,5,iFSQ-RL
79,13768,410000,0,733.1744066953659,0,0,0,hopper-stand,5,iFSQ-RL
80,13940,415000,0,763.3899214208126,0,0,0,hopper-stand,5,iFSQ-RL
81,14112,420000,0,775.5294316709042,0,0,0,hopper-stand,5,iFSQ-RL
82,14284,425000,0,772.9992771804333,0,0,0,hopper-stand,5,iFSQ-RL
83,14456,430000,0,854.0849956333637,0,0,0,hopper-stand,5,iFSQ-RL
84,14628,435000,0,809.7017542481423,0,0,0,hopper-stand,5,iFSQ-RL
85,14800,440000,0,769.8987403094768,0,0,0,hopper-stand,5,iFSQ-RL
86,14972,445000,0,873.5094719111919,0,0,0,hopper-stand,5,iFSQ-RL
87,15144,450000,0,850.3340803325176,0,0,0,hopper-stand,5,iFSQ-RL
88,15316,455000,0,881.2343765556813,0,0,0,hopper-stand,5,iFSQ-RL
89,15488,460000,0,872.3435283899307,0,0,0,hopper-stand,5,iFSQ-RL
90,15660,465000,0,786.1960581123828,0,0,0,hopper-stand,5,iFSQ-RL
91,15832,470000,0,849.7586074709892,0,0,0,hopper-stand,5,iFSQ-RL
92,16004,475000,0,841.9692749023437,0,0,0,hopper-stand,5,iFSQ-RL
93,16176,480000,0,871.0362645208836,0,0,0,hopper-stand,5,iFSQ-RL
94,16348,485000,0,845.3481991708279,0,0,0,hopper-stand,5,iFSQ-RL
95,16520,490000,0,701.4368355572224,0,0,0,hopper-stand,5,iFSQ-RL
96,16692,495000,0,837.5529485464097,0,0,0,hopper-stand,5,iFSQ-RL
0,180,15000,0,212.66234250721755,0,0,0,quadruped-run,1,iFSQ-RL
1,352,20000,0,99.19886726270178,0,0,0,quadruped-run,1,iFSQ-RL
2,524,25000,0,114.51717137231898,0,0,0,quadruped-run,1,iFSQ-RL
3,696,30000,0,178.20838304556386,0,0,0,quadruped-run,1,iFSQ-RL
4,868,35000,0,121.5312027390406,0,0,0,quadruped-run,1,iFSQ-RL
5,1040,40000,0,248.4075430371551,0,0,0,quadruped-run,1,iFSQ-RL
6,1212,45000,0,103.02551129371622,0,0,0,quadruped-run,1,iFSQ-RL
7,1384,50000,0,247.38334173460316,0,0,0,quadruped-run,1,iFSQ-RL
8,1556,55000,0,207.890081807159,0,0,0,quadruped-run,1,iFSQ-RL
9,1728,60000,0,165.8643901469768,0,0,0,quadruped-run,1,iFSQ-RL
10,1900,65000,0,161.9496869057328,0,0,0,quadruped-run,1,iFSQ-RL
11,2072,70000,0,232.84753036970505,0,0,0,quadruped-run,1,iFSQ-RL
12,2244,75000,0,153.7915920090987,0,0,0,quadruped-run,1,iFSQ-RL
13,2416,80000,0,200.20368863927578,0,0,0,quadruped-run,1,iFSQ-RL
14,2588,85000,0,236.4832239374693,0,0,0,quadruped-run,1,iFSQ-RL
15,2760,90000,0,354.45190208332787,0,0,0,quadruped-run,1,iFSQ-RL
16,2932,95000,0,345.40665265682037,0,0,0,quadruped-run,1,iFSQ-RL
17,3104,100000,0,360.4040246427321,0,0,0,quadruped-run,1,iFSQ-RL
18,3276,105000,0,339.19511406571837,0,0,0,quadruped-run,1,iFSQ-RL
19,3448,110000,0,329.6898494873218,0,0,0,quadruped-run,1,iFSQ-RL
20,3620,115000,0,498.48317605010817,0,0,0,quadruped-run,1,iFSQ-RL
21,3792,120000,0,441.3899483826332,0,0,0,quadruped-run,1,iFSQ-RL
22,3964,125000,0,469.8159448077844,0,0,0,quadruped-run,1,iFSQ-RL
23,4136,130000,0,460.7023528834907,0,0,0,quadruped-run,1,iFSQ-RL
24,4308,135000,0,475.1907122499921,0,0,0,quadruped-run,1,iFSQ-RL
25,4480,140000,0,426.6136316499789,0,0,0,quadruped-run,1,iFSQ-RL
26,4652,145000,0,466.62989494049106,0,0,0,quadruped-run,1,iFSQ-RL
27,4824,150000,0,433.1976175691947,0,0,0,quadruped-run,1,iFSQ-RL
28,4996,155000,0,477.51077531749905,0,0,0,quadruped-run,1,iFSQ-RL
29,5168,160000,0,535.9629772430475,0,0,0,quadruped-run,1,iFSQ-RL
30,5340,165000,0,558.4005020816694,0,0,0,quadruped-run,1,iFSQ-RL
31,5512,170000,0,614.1297443927731,0,0,0,quadruped-run,1,iFSQ-RL
32,5684,175000,0,607.4980003883829,0,0,0,quadruped-run,1,iFSQ-RL
33,5856,180000,0,642.9998244734248,0,0,0,quadruped-run,1,iFSQ-RL
34,6028,185000,0,636.8352749376907,0,0,0,quadruped-run,1,iFSQ-RL
35,6200,190000,0,655.7949978677382,0,0,0,quadruped-run,1,iFSQ-RL
36,6372,195000,0,679.9631733403658,0,0,0,quadruped-run,1,iFSQ-RL
37,6544,200000,0,682.465992817891,0,0,0,quadruped-run,1,iFSQ-RL
38,6716,205000,0,695.7107726676186,0,0,0,quadruped-run,1,iFSQ-RL
39,6888,210000,0,680.8219143217153,0,0,0,quadruped-run,1,iFSQ-RL
40,7060,215000,0,693.1241713431097,0,0,0,quadruped-run,1,iFSQ-RL
41,7232,220000,0,700.2369518322172,0,0,0,quadruped-run,1,iFSQ-RL
42,7404,225000,0,706.0590015359383,0,0,0,quadruped-run,1,iFSQ-RL
43,7576,230000,0,707.8921313545143,0,0,0,quadruped-run,1,iFSQ-RL
44,7748,235000,0,712.0784366932581,0,0,0,quadruped-run,1,iFSQ-RL
45,7920,240000,0,704.1962508170109,0,0,0,quadruped-run,1,iFSQ-RL
46,8092,245000,0,678.4347555555069,0,0,0,quadruped-run,1,iFSQ-RL
47,8264,250000,0,717.745878708965,0,0,0,quadruped-run,1,iFSQ-RL
48,8436,255000,0,689.9821126532858,0,0,0,quadruped-run,1,iFSQ-RL
49,8608,260000,0,697.9768108892495,0,0,0,quadruped-run,1,iFSQ-RL
50,8780,265000,0,691.7712761979026,0,0,0,quadruped-run,1,iFSQ-RL
51,8952,270000,0,720.3049771718506,0,0,0,quadruped-run,1,iFSQ-RL
52,9124,275000,0,726.5214328302361,0,0,0,quadruped-run,1,iFSQ-RL
53,9296,280000,0,709.1628139211695,0,0,0,quadruped-run,1,iFSQ-RL
54,9468,285000,0,732.8016012179229,0,0,0,quadruped-run,1,iFSQ-RL
55,9640,290000,0,741.2926918236684,0,0,0,quadruped-run,1,iFSQ-RL
56,9812,295000,0,764.5225759115477,0,0,0,quadruped-run,1,iFSQ-RL
57,9984,300000,0,750.2642966719402,0,0,0,quadruped-run,1,iFSQ-RL
58,10156,305000,0,773.3438313996201,0,0,0,quadruped-run,1,iFSQ-RL
59,10328,310000,0,739.5223472489394,0,0,0,quadruped-run,1,iFSQ-RL
60,10500,315000,0,768.9028720823001,0,0,0,quadruped-run,1,iFSQ-RL
61,10672,320000,0,798.541454433513,0,0,0,quadruped-run,1,iFSQ-RL
62,10844,325000,0,781.870850498791,0,0,0,quadruped-run,1,iFSQ-RL
63,11016,330000,0,797.7034975750336,0,0,0,quadruped-run,1,iFSQ-RL
64,11188,335000,0,787.9717847799533,0,0,0,quadruped-run,1,iFSQ-RL
65,11360,340000,0,786.5704108702718,0,0,0,quadruped-run,1,iFSQ-RL
66,11532,345000,0,774.3794521536413,0,0,0,quadruped-run,1,iFSQ-RL
67,11704,350000,0,758.0367927961867,0,0,0,quadruped-run,1,iFSQ-RL
68,11876,355000,0,809.5152870944527,0,0,0,quadruped-run,1,iFSQ-RL
69,12048,360000,0,826.5635832205647,0,0,0,quadruped-run,1,iFSQ-RL
70,12220,365000,0,799.9258978870523,0,0,0,quadruped-run,1,iFSQ-RL
71,12392,370000,0,828.9174805665928,0,0,0,quadruped-run,1,iFSQ-RL
72,12564,375000,0,832.0608134463139,0,0,0,quadruped-run,1,iFSQ-RL
73,12736,380000,0,799.7625163085875,0,0,0,quadruped-run,1,iFSQ-RL
74,12908,385000,0,802.5673021273803,0,0,0,quadruped-run,1,iFSQ-RL
75,13080,390000,0,805.0623322556669,0,0,0,quadruped-run,1,iFSQ-RL
76,13252,395000,0,808.2805959917721,0,0,0,quadruped-run,1,iFSQ-RL
77,13424,400000,0,813.271857440559,0,0,0,quadruped-run,1,iFSQ-RL
78,13596,405000,0,837.5338710840894,0,0,0,quadruped-run,1,iFSQ-RL
79,13768,410000,0,825.2724815464928,0,0,0,quadruped-run,1,iFSQ-RL
80,13940,415000,0,844.5979392818466,0,0,0,quadruped-run,1,iFSQ-RL
81,14112,420000,0,868.3845150968409,0,0,0,quadruped-run,1,iFSQ-RL
82,14284,425000,0,862.5996052995717,0,0,0,quadruped-run,1,iFSQ-RL
83,14456,430000,0,861.1570583353052,0,0,0,quadruped-run,1,iFSQ-RL
84,14628,435000,0,864.596466683899,0,0,0,quadruped-run,1,iFSQ-RL
85,14800,440000,0,857.4988737271633,0,0,0,quadruped-run,1,iFSQ-RL
86,14972,445000,0,849.401515297615,0,0,0,quadruped-run,1,iFSQ-RL
87,15144,450000,0,819.9914839102014,0,0,0,quadruped-run,1,iFSQ-RL
88,15316,455000,0,865.0328037820029,0,0,0,quadruped-run,1,iFSQ-RL
89,15488,460000,0,853.5389391690958,0,0,0,quadruped-run,1,iFSQ-RL
90,15660,465000,0,870.9240867079585,0,0,0,quadruped-run,1,iFSQ-RL
91,15832,470000,0,853.9486361875839,0,0,0,quadruped-run,1,iFSQ-RL
92,16004,475000,0,861.0991037063301,0,0,0,quadruped-run,1,iFSQ-RL
93,16176,480000,0,889.0367979401723,0,0,0,quadruped-run,1,iFSQ-RL
94,16348,485000,0,871.8333282370877,0,0,0,quadruped-run,1,iFSQ-RL
95,16520,490000,0,852.7410434204154,0,0,0,quadruped-run,1,iFSQ-RL
96,16692,495000,0,860.851686148753,0,0,0,quadruped-run,1,iFSQ-RL
97,16864,500000,0,865.1810480699933,0,0,0,quadruped-run,1,iFSQ-RL
98,17036,505000,0,880.5347668071743,0,0,0,quadruped-run,1,iFSQ-RL
99,17208,510000,0,881.1440821305383,0,0,0,quadruped-run,1,iFSQ-RL
100,17380,515000,0,892.30313506237,0,0,0,quadruped-run,1,iFSQ-RL
101,17552,520000,0,884.325167119631,0,0,0,quadruped-run,1,iFSQ-RL
102,17724,525000,0,881.208778392151,0,0,0,quadruped-run,1,iFSQ-RL
103,17896,530000,0,877.4905411794316,0,0,0,quadruped-run,1,iFSQ-RL
104,18068,535000,0,875.2117814746686,0,0,0,quadruped-run,1,iFSQ-RL
105,18240,540000,0,866.605982331268,0,0,0,quadruped-run,1,iFSQ-RL
106,18412,545000,0,892.9963476839009,0,0,0,quadruped-run,1,iFSQ-RL
107,18584,550000,0,888.0462419337462,0,0,0,quadruped-run,1,iFSQ-RL
108,18756,555000,0,890.1574614886079,0,0,0,quadruped-run,1,iFSQ-RL
109,18928,560000,0,886.0829565126973,0,0,0,quadruped-run,1,iFSQ-RL
110,19100,565000,0,903.4087673124566,0,0,0,quadruped-run,1,iFSQ-RL
111,19272,570000,0,894.745277148101,0,0,0,quadruped-run,1,iFSQ-RL
112,19444,575000,0,879.1578594453109,0,0,0,quadruped-run,1,iFSQ-RL
113,19616,580000,0,897.002159891359,0,0,0,quadruped-run,1,iFSQ-RL
114,19788,585000,0,884.9841183047189,0,0,0,quadruped-run,1,iFSQ-RL
115,19960,590000,0,873.1961106888818,0,0,0,quadruped-run,1,iFSQ-RL
116,20132,595000,0,908.4437060095952,0,0,0,quadruped-run,1,iFSQ-RL
117,20304,600000,0,885.7479420277726,0,0,0,quadruped-run,1,iFSQ-RL
118,20476,605000,0,906.7800373683451,0,0,0,quadruped-run,1,iFSQ-RL
119,20648,610000,0,908.829291923996,0,0,0,quadruped-run,1,iFSQ-RL
120,20820,615000,0,899.3106963275583,0,0,0,quadruped-run,1,iFSQ-RL
121,20992,620000,0,895.1259135047964,0,0,0,quadruped-run,1,iFSQ-RL
122,21164,625000,0,883.0958046441083,0,0,0,quadruped-run,1,iFSQ-RL
123,21336,630000,0,901.634510562569,0,0,0,quadruped-run,1,iFSQ-RL
124,21508,635000,0,911.9642711095424,0,0,0,quadruped-run,1,iFSQ-RL
125,21680,640000,0,906.0635478782817,0,0,0,quadruped-run,1,iFSQ-RL
126,21852,645000,0,909.7969927383198,0,0,0,quadruped-run,1,iFSQ-RL
127,22024,650000,0,909.4985655643628,0,0,0,quadruped-run,1,iFSQ-RL
128,22196,655000,0,913.7709505896084,0,0,0,quadruped-run,1,iFSQ-RL
129,22368,660000,0,906.377166187967,0,0,0,quadruped-run,1,iFSQ-RL
130,22540,665000,0,904.7035880527226,0,0,0,quadruped-run,1,iFSQ-RL
131,22712,670000,0,890.1922384252306,0,0,0,quadruped-run,1,iFSQ-RL
132,22884,675000,0,920.8139206761261,0,0,0,quadruped-run,1,iFSQ-RL
133,23056,680000,0,901.5238279088342,0,0,0,quadruped-run,1,iFSQ-RL
134,23228,685000,0,883.6488997113192,0,0,0,quadruped-run,1,iFSQ-RL
135,23400,690000,0,911.1666677345493,0,0,0,quadruped-run,1,iFSQ-RL
136,23572,695000,0,908.8456083362922,0,0,0,quadruped-run,1,iFSQ-RL
137,23744,700000,0,909.3244362298632,0,0,0,quadruped-run,1,iFSQ-RL
138,23916,705000,0,903.3605137280829,0,0,0,quadruped-run,1,iFSQ-RL
139,24088,710000,0,899.0969549327158,0,0,0,quadruped-run,1,iFSQ-RL
140,24260,715000,0,865.7852382798097,0,0,0,quadruped-run,1,iFSQ-RL
141,24432,720000,0,889.2713215005002,0,0,0,quadruped-run,1,iFSQ-RL
142,24604,725000,0,901.7787305377424,0,0,0,quadruped-run,1,iFSQ-RL
143,24776,730000,0,909.7307466642436,0,0,0,quadruped-run,1,iFSQ-RL
144,24948,735000,0,910.0208091195673,0,0,0,quadruped-run,1,iFSQ-RL
145,25120,740000,0,901.1468384178588,0,0,0,quadruped-run,1,iFSQ-RL
146,25292,745000,0,916.6659765887773,0,0,0,quadruped-run,1,iFSQ-RL
147,25464,750000,0,923.936193378712,0,0,0,quadruped-run,1,iFSQ-RL
148,25636,755000,0,896.5406513602472,0,0,0,quadruped-run,1,iFSQ-RL
149,25808,760000,0,915.5533203428611,0,0,0,quadruped-run,1,iFSQ-RL
150,25980,765000,0,908.2089219151181,0,0,0,quadruped-run,1,iFSQ-RL
151,26152,770000,0,910.9636830870877,0,0,0,quadruped-run,1,iFSQ-RL
152,26324,775000,0,919.4844133802223,0,0,0,quadruped-run,1,iFSQ-RL
153,26496,780000,0,892.7319034467567,0,0,0,quadruped-run,1,iFSQ-RL
154,26668,785000,0,910.2624929886952,0,0,0,quadruped-run,1,iFSQ-RL
155,26840,790000,0,908.2612288557342,0,0,0,quadruped-run,1,iFSQ-RL
156,27012,795000,0,884.8291305535735,0,0,0,quadruped-run,1,iFSQ-RL
157,27184,800000,0,892.220394695815,0,0,0,quadruped-run,1,iFSQ-RL
158,27356,805000,0,889.4534904586617,0,0,0,quadruped-run,1,iFSQ-RL
159,27528,810000,0,898.7471653844229,0,0,0,quadruped-run,1,iFSQ-RL
0,180,15000,0,83.57419872003956,0,0,0,quadruped-run,2,iFSQ-RL
1,352,20000,0,139.8891305047352,0,0,0,quadruped-run,2,iFSQ-RL
2,524,25000,0,106.27972292834019,0,0,0,quadruped-run,2,iFSQ-RL
3,696,30000,0,282.1148943576205,0,0,0,quadruped-run,2,iFSQ-RL
4,868,35000,0,298.93122578176036,0,0,0,quadruped-run,2,iFSQ-RL
5,1040,40000,0,201.80326782431948,0,0,0,quadruped-run,2,iFSQ-RL
6,1212,45000,0,323.62577261406693,0,0,0,quadruped-run,2,iFSQ-RL
7,1384,50000,0,162.9574072679621,0,0,0,quadruped-run,2,iFSQ-RL
8,1556,55000,0,417.18964751043825,0,0,0,quadruped-run,2,iFSQ-RL
9,1728,60000,0,469.2107014874229,0,0,0,quadruped-run,2,iFSQ-RL
10,1900,65000,0,321.73860434909875,0,0,0,quadruped-run,2,iFSQ-RL
11,2072,70000,0,420.73037709156415,0,0,0,quadruped-run,2,iFSQ-RL
12,2244,75000,0,437.49597940527894,0,0,0,quadruped-run,2,iFSQ-RL
13,2416,80000,0,277.77610371180054,0,0,0,quadruped-run,2,iFSQ-RL
14,2588,85000,0,360.2699735346672,0,0,0,quadruped-run,2,iFSQ-RL
15,2760,90000,0,665.5560105675831,0,0,0,quadruped-run,2,iFSQ-RL
16,2932,95000,0,645.4552424759779,0,0,0,quadruped-run,2,iFSQ-RL
17,3104,100000,0,605.1354769821526,0,0,0,quadruped-run,2,iFSQ-RL
18,3276,105000,0,596.6333671813074,0,0,0,quadruped-run,2,iFSQ-RL
19,3448,110000,0,488.1923557131755,0,0,0,quadruped-run,2,iFSQ-RL
20,3620,115000,0,672.7287017824535,0,0,0,quadruped-run,2,iFSQ-RL
21,3792,120000,0,682.4734935268818,0,0,0,quadruped-run,2,iFSQ-RL
22,3964,125000,0,705.0804753397067,0,0,0,quadruped-run,2,iFSQ-RL
23,4136,130000,0,715.896584308485,0,0,0,quadruped-run,2,iFSQ-RL
24,4308,135000,0,704.7591887968417,0,0,0,quadruped-run,2,iFSQ-RL
25,4480,140000,0,706.6017214084379,0,0,0,quadruped-run,2,iFSQ-RL
26,4652,145000,0,730.3737436263676,0,0,0,quadruped-run,2,iFSQ-RL
27,4824,150000,0,751.576924855169,0,0,0,quadruped-run,2,iFSQ-RL
28,4996,155000,0,762.7344086933532,0,0,0,quadruped-run,2,iFSQ-RL
29,5168,160000,0,744.4647770521173,0,0,0,quadruped-run,2,iFSQ-RL
30,5340,165000,0,738.930989794404,0,0,0,quadruped-run,2,iFSQ-RL
31,5512,170000,0,753.9532000718958,0,0,0,quadruped-run,2,iFSQ-RL
32,5684,175000,0,741.4570690504304,0,0,0,quadruped-run,2,iFSQ-RL
33,5856,180000,0,738.7555875034566,0,0,0,quadruped-run,2,iFSQ-RL
34,6028,185000,0,766.2979161418916,0,0,0,quadruped-run,2,iFSQ-RL
35,6200,190000,0,760.0851971185591,0,0,0,quadruped-run,2,iFSQ-RL
36,6372,195000,0,755.3372721798602,0,0,0,quadruped-run,2,iFSQ-RL
37,6544,200000,0,766.6701403082116,0,0,0,quadruped-run,2,iFSQ-RL
38,6716,205000,0,764.1474993241543,0,0,0,quadruped-run,2,iFSQ-RL
39,6888,210000,0,784.144807079673,0,0,0,quadruped-run,2,iFSQ-RL
40,7060,215000,0,766.1045131135077,0,0,0,quadruped-run,2,iFSQ-RL
41,7232,220000,0,771.5590950598241,0,0,0,quadruped-run,2,iFSQ-RL
42,7404,225000,0,774.7351736630517,0,0,0,quadruped-run,2,iFSQ-RL
43,7576,230000,0,777.3712811906473,0,0,0,quadruped-run,2,iFSQ-RL
44,7748,235000,0,798.3028935482296,0,0,0,quadruped-run,2,iFSQ-RL
45,7920,240000,0,754.1820531393387,0,0,0,quadruped-run,2,iFSQ-RL
46,8092,245000,0,763.6179315442685,0,0,0,quadruped-run,2,iFSQ-RL
47,8264,250000,0,784.4545313369483,0,0,0,quadruped-run,2,iFSQ-RL
48,8436,255000,0,797.3091164895392,0,0,0,quadruped-run,2,iFSQ-RL
49,8608,260000,0,780.8940204848302,0,0,0,quadruped-run,2,iFSQ-RL
50,8780,265000,0,797.0529751104274,0,0,0,quadruped-run,2,iFSQ-RL
51,8952,270000,0,808.1496832353762,0,0,0,quadruped-run,2,iFSQ-RL
52,9124,275000,0,820.0883658247843,0,0,0,quadruped-run,2,iFSQ-RL
53,9296,280000,0,818.2892027386436,0,0,0,quadruped-run,2,iFSQ-RL
54,9468,285000,0,813.4528401995136,0,0,0,quadruped-run,2,iFSQ-RL
55,9640,290000,0,806.2836149067268,0,0,0,quadruped-run,2,iFSQ-RL
56,9812,295000,0,822.8040457382601,0,0,0,quadruped-run,2,iFSQ-RL
57,9984,300000,0,814.6396703776903,0,0,0,quadruped-run,2,iFSQ-RL
58,10156,305000,0,817.3093690246212,0,0,0,quadruped-run,2,iFSQ-RL
59,10328,310000,0,817.5841378796031,0,0,0,quadruped-run,2,iFSQ-RL
60,10500,315000,0,816.8246639721241,0,0,0,quadruped-run,2,iFSQ-RL
61,10672,320000,0,812.5649830699724,0,0,0,quadruped-run,2,iFSQ-RL
62,10844,325000,0,818.1028210759163,0,0,0,quadruped-run,2,iFSQ-RL
63,11016,330000,0,809.0224234486493,0,0,0,quadruped-run,2,iFSQ-RL
64,11188,335000,0,809.004946455016,0,0,0,quadruped-run,2,iFSQ-RL
65,11360,340000,0,835.3945293755008,0,0,0,quadruped-run,2,iFSQ-RL
66,11532,345000,0,841.3128658532339,0,0,0,quadruped-run,2,iFSQ-RL
67,11704,350000,0,824.6194147399161,0,0,0,quadruped-run,2,iFSQ-RL
68,11876,355000,0,817.9644518566259,0,0,0,quadruped-run,2,iFSQ-RL
69,12048,360000,0,835.2339275270176,0,0,0,quadruped-run,2,iFSQ-RL
70,12220,365000,0,829.7756363454275,0,0,0,quadruped-run,2,iFSQ-RL
71,12392,370000,0,819.7769384836763,0,0,0,quadruped-run,2,iFSQ-RL
72,12564,375000,0,823.7674407480984,0,0,0,quadruped-run,2,iFSQ-RL
73,12736,380000,0,828.0798525682534,0,0,0,quadruped-run,2,iFSQ-RL
74,12908,385000,0,836.0581717675668,0,0,0,quadruped-run,2,iFSQ-RL
75,13080,390000,0,840.4380652613676,0,0,0,quadruped-run,2,iFSQ-RL
76,13252,395000,0,841.5662960767047,0,0,0,quadruped-run,2,iFSQ-RL
77,13424,400000,0,833.6108297815183,0,0,0,quadruped-run,2,iFSQ-RL
78,13596,405000,0,859.865367016467,0,0,0,quadruped-run,2,iFSQ-RL
79,13768,410000,0,857.1301121063414,0,0,0,quadruped-run,2,iFSQ-RL
80,13940,415000,0,871.6627706953383,0,0,0,quadruped-run,2,iFSQ-RL
81,14112,420000,0,862.3334965393879,0,0,0,quadruped-run,2,iFSQ-RL
82,14284,425000,0,826.3679615580011,0,0,0,quadruped-run,2,iFSQ-RL
